"budget","id","original_language","original_title","overview","popularity","release_date","revenue","runtime","status","title","vote_average","vote_count"
"0","18215","en","Boxing Helena","A top surgeon is besotted with a beautiful woman who once ditched him. Unable to come to terms with life without her, he tries to convince her that they need each other. She has other ideas, but an horrific accident leaves her at his mercy. The plot is bizarre and perhaps sick at times, ending abruptly and with a twist.","4.304224","6/18/1993","1796389","107","Released","Boxing Helena","4.5","59"
"22000000","1607","en","A Bronx Tale","Set in the Bronx during the tumultuous 1960s, an adolescent boy is torn between his honest, working-class father and a violent yet charismatic crime boss. Complicating matters is the youngster's growing attraction - forbidden in his neighborhood - for a beautiful black girl.","6.115628","9/14/1993","17287898","121","Released","A Bronx Tale","7.4","447"
"0","26391","en","Cabin Boy","A foul-mouthed finishing school graduate mistakenly winds up on an ill-fated fishing boat, and faces the wrath of a crew that considers him bad luck.","1.679042","1/7/1994","3662459","80","Released","Cabin Boy","4.9","28"
"13000000","117553","en","Calendar Girl","Like many adolescent boys, Roy Darpinian had the hots for movie divas, and one in particular was his wet dream as half of America's in the 1950s: Marilyn Monroe. The difference is, one summer holiday he actually decided to enlist his spineless buddies, Scott Foreman and Ned Bleuer, to actually drive all the way to Hollywood and make as many desperate attempts as it takes to meet her or get arrested trying, and no setback or embarrassment (even publicly bare-ass) can stop or distract him. Against all odds, he finally even got a chance to help her...","1.316741","9/3/1993","2570145","90","Released","Calendar Girl","3.7","10"
"30000000","6075","en","Carlito's Way","A Puerto-Rican ex-con, just released from prison, pledges to stay away from drugs and violence despite the pressure around him and lead on to a better life outside of NYC.","8.698509","11/10/1993","36516012","144","Released","Carlito's Way","7.7","805"
"0","11310","en","City Slickers II: The Legend of Curly's Gold","On Mitch Robbins 40th birthday begins quite well until he returns home and finds his brother Glen, the black sheep of the family, in his sofa. Nevertheless he is about to have a wonderful birthday-night with his wife when he discovers a treasure map of Curly by chance. Together with Phil and unfortunately with Glen he tries to find the hidden gold of Curly's father in the desert of Arizona.","8.605703","6/10/1994","0","116","Released","City Slickers II: The Legend of Curly's Gold","4.9","103"
"0","18658","en","Clean Slate","Pogue is a private eye with a problem: every morning when he wakes up, he has total amnesia, waking up with a 'blank slate'. Since he is in the middle of a hot investigation and has a developing romance, this is less than convenient.","2.724621","5/6/1994","7355425","107","Released","Clean Slate","5.7","25"
"70000000","9350","en","Cliffhanger","A year after losing his friend in a tragic 4,000-foot fall, former ranger Gabe Walker and his partner, Hal, are called to return to the same peak to rescue a group of stranded climbers, only to learn the climbers are actually thieving hijackers who are looking for boxes full of money.","9.830853","5/28/1993","255000211","112","Released","Cliffhanger","6.1","600"
"0","9612","en","Coneheads","With enormous cone-shaped heads, robotlike walks and an appetite for toilet paper, aliens Beldar and Prymatt don't exactly blend in with the population of Paramus, N.J. But for some reason, everyone believes them when they say they're from France! As the odd ""Saturday Night Live"" characters settle into middle-class life in this feature-length comedy, a neighbor admires their daughter.","10.722729","7/23/1993","0","88","Released","Coneheads","4.8","228"
"40000000","2124","en","Color of Night","When New York psychiatrist Bill Capa visits Los Angeles to take over his murdered colleague's therapy group, he finds himself embroiled in the thick of a mystery when he bumps into Rose and begins a torrid affair.","14.228963","8/19/1994","19726050","121","Released","Color of Night","5.4","117"
"0","26261","en","Cops & Robbersons","Hard-as-nails cop Jake Stone moves in with the Robbersons so he can watch a hitman who has moved in next door. The Hitman is one thing, but can you survive the Robberson family.","7.042878","4/15/1994","0","93","Released","Cops & Robbersons","5","36"
"0","19176","en","The Cowboy Way","Two championship rodeo partners travel to New York to find their missing friend, Nacho Salazar who went missing there.","4.286279","6/3/1994","0","102","Released","The Cowboy Way","5.1","38"
"0","49299","en","Dangerous Game","A New York film director, working on his latest movie in Los Angeles, begins to reflect the actions in his movie and real life, especially when he begins an affair with the lead actress.","2.70097","11/19/1993","0","108","Released","Dangerous Game","5.4","9"
"0","11566","en","Dave","Bill Mitchell is the philandering and distant President of the United States. Dave Kovic is a sweet-natured and caring Temp Agency operator, who by a staggering coincidence looks exactly like the President. As such, when Mitchell wants to escape an official luncheon, the Secret Service hires Dave to stand in for him. Unfortunately, Mitchell suffers a severe stroke whilst having sex with one of his aides, and Dave finds himself stuck in the role indefinitely. The corrupt and manipulative Chief of Staff, Bob Alexander, plans to use Dave to elevate himself to the White House - but unfortunately, he doesn't count on Dave enjoying himself in office, using his luck to make the country a better place, and falling in love with the beautiful First Lady...","13.696394","5/7/1993","63000000","110","Released","Dave","6.3","205"
"6900000","9571","en","Dazed and Confused","The adventures of a group of Texas teens on their last day of school in 1976, centering on student Randall Floyd, who moves easily among stoners, jocks and geeks. Floyd is a star athlete, but he also likes smoking weed, which presents a conundrum when his football coach demands he sign a ""no drugs"" pledge.","6.8652","9/24/1993","7993039","102","Released","Dazed and Confused","7.4","588"
"57000000","9739","en","Demolition Man","Simon Phoenix, a violent criminal cryogenically frozen in 1996, has escaped during a parole hearing in 2032 in the utopia of San Angeles. Police are incapable of dealing with his violent ways and turn to his captor, John Spartan, who had also been cryogenically frozen when wrongfully accused of killing 30 innocent people while apprehending Phoenix.","11.626116","10/8/1993","159055768","115","Released","Demolition Man","6.4","1018"
"0","24257","en","The Endless Summer 2","Bruce Brown, king of surfing documentaries, returns after nearly thirty years to trace the steps of two young surfers to top surfing spots around the world. Along the way we see many of the people and locales Bruce visited during the filming of Endless Summer (1966).","0.408159","6/3/1994","0","109","Released","The Endless Summer 2","7.1","12"
"8000000","34444","en","Even Cowgirls Get the Blues","Sissy Hankshaw (Uma Thurman) is born with enormous thumbs that help her hitchhiking through the US from a young age.  She becomes a model in advertising and her NY agent 'the Countess' (John Hurt) sends her to his ranch in CA to shoot a commercial, set against the background of mating whooping cranes.  There, she befriends Bonanza Jellybean (Rain Phoenix), one of the cowgirls at the beauty- ranch.","2.970724","5/13/1994","0","96","Released","Even Cowgirls Get the Blues","4.2","29"
"0","26141","en","Fatal Instinct","A spoof of the late 80s and early 90s suspense thrillers and murder mysteries, including Basic Instinct, Sleeping With The Enemy, Cape Fear and others. A cop/attorney (yes he's both) is seduced by a woman while his wife is having an affair with a mechanic. Lots of other sublots and visual gags in the style of Naked Gun.","3.555139","10/29/1993","0","91","Released","Fatal Instinct","5.4","37"
"0","10997","zh","éœ¸çŽ‹åˆ«å§¬","Abandoned by his prostitute mother in 1920, Douzi was raised by a theater troupe. There he meets Shitou and over the following years the two develop an act entitled, ""Farewell My Concubine,"" that brings them fame and fortune. When Shitou marries Juxian, Doutzi becomes jealous, the beginnings of the acting duo's explosive breakup and tragic fall take root.","4.875827","9/16/1993","0","171","Released","Farewell My Concubine","7.8","98"
"0","50463","en","The Favor","Kathy is married to Peter. Now she can't help but wonder how things could have been if she got together with her old boyfriend, Tom. Being married prevents from doing that so she asks her friend, Emily to go to him and see if she can sleep with him then tell Kathy how it was. When Emily tells Kathy that things were awesome, their friendship suffers, at the same so does Kathy's marriage. Things get even more complicated when Emily learns she's pregnant, and she's not certain if it's Tom's or her boyfriend, Elliot.","1.344876","4/29/1994","0","97","Released","The Favor","3.3","6"
"0","10443","en","Fearless","After a terrible air disaster, survivor Max Klein emerges a changed person. Unable to connect to his former life or to wife Laura, he feels godlike and invulnerable. When psychologist Bill Perlman is unable to help Max, he has Max meet another survivor, Carla Rodrigo, who is racked with grief and guilt since her baby died in the crash which she and Max survived.","9.284624","10/15/1993","0","122","Released","Fearless","6.8","80"
"0","20239","en","Fear of a Black Hat","Chronicling the controversial career of bad boys N.W.H. (Niggaz With Hats), this uproarious 'mockumentary' lampoons all of hardcore rap's hot-button issues. This underground laugh riot recounts the rise, fall and resurrection of a clueless bunch of would-be rappers, Ice Cold, Tone-Def &amp; Tasty Taste performing as N.W.H.","0.985441","10/28/1994","0","88","Released","Fear of a Black Hat","5.8","11"
"0","16297","en","With Honors","Convinced he'll graduate with honors because of his thesis paper, a stuffy Harvard student finds his paper being held hostage by a homeless man, who might be the guy to school the young man in life.","2.969003","4/29/1994","0","103","Released","With Honors","6.1","54"
"0","18551","en","Flesh and Bone","Some thirty years after Arlis witnesses his father murdering a family, he runs into Kay, who happens to be the family's baby who was spared. Kay and Arlis suspect nothing about each other, but when his father returns, old wounds are reopened.","1.896869","11/5/1993","9488998","126","Released","Flesh and Bone","6.2","22"
"0","25440","en","Widows' Peak","Scandal and mystery reign following the arrival of Edwina in a small Irish town populated entirely by widows. Edwina quickly falls out with the locals while also falling in with the son of the community's leader","0.409427","5/13/1994","0","101","Released","Widows' Peak","4.3","3"
"30000000","9024","en","For Love or Money","New York concierge Doug Ireland wants to go into business for himself and refurbish a hotel on Roosevelt Island, N.Y., but he needs an investor. With a few weeks left before his option on the site runs out, Doug agrees to help wealthy Christian Hanover conceal his affair with salesgirl Andy Hart from his wife. Despite his own attraction to Andy, Doug tries to stay focused on getting Christian to invest $3 million in his project.","8.468869","10/1/1993","11146270","94","Released","For Love or Money","5.7","77"
"42000000","37233","en","The Firm","Mitch McDeere is a young man with a promising future in Law. About to sit his Bar exam, he is approached by 'The Firm' and made an offer he doesn't refuse. Seduced by the money and gifts showered on him, he is totally oblivious to the more sinister side of his company. Then, two Associates are murdered. The FBI contact him, asking him for information and suddenly his life is ruined. He has a choice - work with the FBI, or stay with the Firm. Either way he will lose his life as he knows it. Mitch figures the only way out is to follow his own plan...","9.678367","6/30/1993","270248367","154","Released","The Firm","6.6","513"
"20000000","1634","en","Free Willy","When maladjusted orphan Jesse vandalizes a theme park, he is placed with foster parents and must work at the park to make amends. There he meets Willy, a young Orca whale who has been separated from his family. Sensing kinship, they form a bond and, with the help of kindly whale trainer Rae Lindley, develop a routine of tricks. However, greedy park owner Dial soon catches wind of the duo and makes plans to profit from them.","5.990572","7/16/1993","153698625","112","Released","Free Willy","6","429"
"0","13815","en","Fresh","Michael is a 12-year-old drug pusher who lives in a crowded house with his cousins and aunt. His father has become a street bum,but still meets with Fresh on occasion to play chess. Fresh is rather quiet in a crazy world. Fresh's sister is a junkie who sleeps with the dealers that Fresh sells for. As the story progresses Fresh realizes that he doesn't want to sell drugs anymore - he wants revenge.","3.970215","8/24/1994","0","114","Released","Fresh","7.6","56"
"44000000","5503","en","The Fugitive","Wrongfully accused of murdering his wife, Richard Kimble escapes from the law in an attempt to find her killer and clear his name. Pursuing him is a team of U.S. marshals led by Deputy Samuel Gerard, a determined detective who will not rest until Richard is captured. As Richard leads the team through a series of intricate chases, he discovers the secrets behind his wife's death and struggles to expose the killer before it is too late.","10.08937","8/6/1993","368875760","130","Released","The Fugitive","7.2","1240"
"35000000","35588","en","Geronimo: An American Legend","The Apache Indians have reluctantly agreed to settle on a US Government approved reservation. Not all the Apaches are able to adapt to the life of corn farmers. One in particular, Geronimo, is restless. Pushed over the edge by broken promises and necessary actions by the government, Geronimo and thirty or so other warriors form an attack team which humiliates the government by evading capture, whi","4.653462","12/10/1993","18635620","115","Released","Geronimo: An American Legend","5.9","44"
"0","2087","en","The Getaway","Doc McCoy is put in prison because his partners chickened out and flew off without him after exchanging a prisoner with a lot of money. Doc knows Jack Benyon, a rich ""business""-man, is up to something big, so he tells his wife (Carol McCoy) to tell him that he's for sale if Benyon can get him out of prison. Benyon pulls some strings and Doc McCoy is released again. Unfortunately he has to cooperate with the same person that got him to prison.","14.214403","2/11/1994","30","115","Released","The Getaway","5.4","81"
"30000000","41579","en","Getting Even with Dad","Ray, an ex-con and widower, is planning a coin heist with two accomplices to help him to buy his own bakery. However, he doesn't expect his son Timmy, who was living with Ray's sister, to show up at the house right in the middle of planning. Timmy is ignored and Ray and his buddies pull off the heist. Timmy gets his father's attention by stealing the coins and hiding them. To get them back, his father must take him to a number of different places and treat him like he enjoys his presence. They grow fond of each other but Timmy won't stay with his dad unless he gives up the coins.","2.410545","6/17/1994","0","109","Released","Getting Even with Dad","4.5","43"
"0","18620","en","Go Fish","Max is a trendy, pretty, young lesbian, who is having trouble finding love. A friend sets her up with Ely, whom Max likes, but Ely is frumpy, homely, and older. Nor do they have much in common. Can Max learn to look past the packaging?","0.775898","6/10/1994","0","83","Released","Go Fish","3.9","5"
"0","41006","en","A Good Man in Africa","Morgan Leafy is a secretary to the British High Commissioner to an Africa nation. Leafy is a man that makes himself useful to his boss, the snobbish Arthur Fanshawe, who has no clue about what's going on around him, but who wants to use his secretary to carry on his dirty work, which involves getting one of the most powerful men in the country to do business with his country.The young secretary has an eye for beautiful women around him, especially Hazel, a native beauty, with whom he is having an affair. Things get complicated because Sam Adekunle, a man running for president of the country, wants a favor from Leafy in return after he has accepted the invitation to visit London. The proposition involves swaying a prominent doctor's opposition to a plan that will make Adenkule filthy rich.","5.22583","7/14/1994","0","94","Released","A Good Man in Africa","5.2","11"
"0","4916","en","Guilty as Sin","Before a criminal lawyer knows what has happened, she is forced to defend a wife killer she knows is guilty.","5.385108","6/4/1993","22886222","107","Released","Guilty as Sin","5.6","21"
"18000000","2019","en","Hard Target","When a woman's father goes missing, she enlist a local to aid in her search.  The pair soon discover that her father has died at the hands of a wealthy sportsman who hunts homeless men as a form of recreation.","7.834351","8/20/1993","74189677","97","Released","Hard Target","6.1","237"
"33000000","31642","en","Heaven & Earth","Le Ly lives in a small Vietnamese village whose serenity is shattered when war breaks out. Caught between the Viet Cong and the South Vietnamese army, the village is all but destroyed. After being both brutalized and raped, Le Ly resolves to flee. She leaves for the city, surviving desperate situations, but surviving nonetheless. Eventually she meets a U.S. Marine named Steve Butler who treats her kindly and tells her he would like to be married -- maybe to her.","4.190541","12/24/1993","0","140","Released","Heaven & Earth","6.4","51"
"25000000","9255","en","Hot Shots! Part Deux","Topper Harley is found to be working as an odd-job-man in a monastery. The CIA want him to lead a rescue mission into Iraq, to rescue the last rescue team, who went in to rescue the last rescue team who... who went in to rescue hostages left behind after Desert Storm.","13.482371","5/21/1993","133752825","86","Released","Hot Shots! Part Deux","6.2","463"
"0","26271","en","Live Nude Girls","A group of old friends at a Hens Night discuss their issues, uncertainties, fears and fantasies.","2.138959","12/8/1995","0","95","Released","Live Nude Girls","4.7","12"
"0","10612","en","The Englishman Who Went Up a Hill But Came Down a Mountain","When an English cartographer arrives in Wales to tell the residents of the Welsh village of Ffynnon Garw  that their ""mountain"" is only a hill, the offended community sets out to remedy the situation.  The film is based on a story heard by Christopher Monger from his grandfather about the real village of Taff's Well,  in the old county of Glamorgan, and its neighbouring Garth Hill. However, due to 20th century urbanisation of the area, it was filmed in the more rural Llanrhaeadr-ym-Mochnant and Llansilin areas in Powys.","5.331753","5/12/1995","0","99","Released","The Englishman Who Went Up a Hill But Came Down a Mountain","6.1","83"
"25000000","2259","en","The House of the Spirits","A rancher, his clairvoyant wife and their family face turbulent years in South America.","10.687795","10/19/1993","0","140","Released","The House of the Spirits","6.7","135"
"0","16097","en","House Party 3","Hip Hop duo Kid &amp; Play return in the second follow-up to their 1990 screen debut House Party. Kid (Christopher ""Kid"" Reid) is taking the plunge and marrying his girlfriend Veda (Angela Means), while his friend Play (Christopher Martin) is dipping his toes into the music business, managing a roughneck female rap act called Sex as a Weapon. Play books the ladies for a concert with heavy-hitting pr","0.996047","1/1/1994","0","100","Released","House Party 3","4.6","11"
"30000000","11934","en","The Hudsucker Proxy","A naive business graduate is installed as president of a manufacturing company as part of a stock scam.","7.550545","3/11/1994","0","111","Released","The Hudsucker Proxy","7.1","280"
"40000000","106143","en","I'll Do Anything","Matt Hobbs is a talented but unsuccessful actor. When estranged (and strange) ex-wife Beth dumps their daughter Jeannie on Matt, father and daughter have a lot of adjusting to do. His budding relationship with attractive production assistant Cathy Breslow is made complicated, while the precocious child is overly accustomed to getting her own way. Matt eventually faces the choice of family vs career in a particularly difficult way.","1.742974","2/4/1994","0","115","Released","I'll Do Anything","5.7","18"
"0","12475","en","In the Army Now","Bones Conway and Jack Kaufman didn't really know what they were in for when they enlisted in the U.S. Army; they just wanted to get a job and make some money. But these new recruits are so hapless, they run the risk of getting kicked out before their military careers even begin. Soon, though, they're sent to the Middle East to fight for their country -- which they manage to do in their own wacky ways.","6.071466","8/12/1994","28881266","91","Released","In the Army Now","4.7","54"
"40000000","9386","en","In the Line of Fire","Veteran Secret Service agent Frank Horrigan is a man haunted by his failure to save President Kennedy while serving protection detail in Dallas. Thirty years later, a man calling himself ""Booth"" threatens the life of the current President, forcing Horrigan to come back to protection detail to confront the ghosts from his past.","12.637158","7/8/1993","176997168","128","Released","In the Line of Fire","6.8","392"
"13000000","7984","en","In the Name of the Father","A small time thief from Belfast, Gerry Conlon, is falsely implicated in the IRA bombing of a pub that kills several people while he is in London. He and his four friends are coerced by British police into confessing their guilt. Gerry's father and other relatives in London are also implicated in the crime. He spends fifteen years in prison with his father trying to prove his innocence.","7.405895","12/12/1993","65796862","133","Released","In the Name of the Father","7.6","363"
"0","59930","en","The Inkwell","The Inkwell is about a 16-year-old boy coming of age on Martha's Vineyard in the summer of 1976.","0.613335","4/22/1994","8880705","110","Released","The Inkwell","3.9","5"
"0","15765","en","What's Love Got to Do with It","A film about the singer Tina Turner and how she rose to stardom with her abusive husband Ike Turner and how she gained the courage to break free.","14.820883","6/9/1993","0","118","Released","What's Love Got to Do with It","6.9","75"
"30000000","31643","en","Jimmy Hollywood","Jimmy Alto is an actor wannabe who stumbles into the role of a lifetime. He becomes a vigilante crime-fighter, aided by his sidekick William, who has suffered a head wound and has problems with short-term memory. Jimmy's vigilante alter ego soon becomes a media wonder--but Jimmy remains a total unknown and his long-suffering girl friend Lorraine is getting fed up with the whole situation.","4.563989","3/30/1994","0","112","Released","Jimmy Hollywood","4.6","17"
"0","6","en","Judgment Night","While racing to a boxing match, Frank, Mike, John and Rey get more than they bargained for. A wrong turn lands them directly in the path of Fallon, a vicious, wise-cracking drug lord. After accidentally witnessing Fallon murder a disloyal henchman, the four become his unwilling prey in a savage game of cat &amp; mouse as they are mercilessly stalked through the urban jungle in this taut suspense drama","5.538671","10/15/1993","12136938","110","Released","Judgment Night","6.4","79"
"63000000","329","en","Jurassic Park","A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape.","8.863776","6/11/1993","920100000","127","Released","Jurassic Park","7.6","4956"
"9000000","10909","en","Kalifornia","A journalist duo go on a tour of serial killer murder sites with two companions, unaware that one of them is a serial killer himself.","8.4337","9/1/1993","2395231","117","Released","Kalifornia","6.5","209"
"1500000","507","en","Killing Zoe","Zed (Eric Stoltz) is an American vault-cracker who travels to Paris to meet up with his old friend Eric (Jean-Hugues Anglade). Eric and his gang have planned to raid the only bank in the city which is open on Bastille day. After offering his services, Zed soon finds himself trapped in a situation beyond his control when heroin abuse, poor planning and a call-girl named Zoe all conspire to turn the robbery into a very bloody siege.","4.948569","10/1/1993","418961","96","Released","Killing Zoe","6.1","111"
"0","34024","en","King of the Hill","Based on the Depression-era bildungsroman memoir of writer A. E. Hotchner, the film follows the story of a boy struggling to survive on his own in a hotel in St. Louis after his mother is committed to a sanatorium with tuberculosis. His father, a German immigrant and traveling salesman working for the Hamilton Watch Company, is off on long trips from which the boy cannot be certain he will return.","4.375347","8/20/1993","0","103","Released","King of the Hill","6.4","33"
"0","29918","en","Lassie","An update of the Lassie legend stars Thomas Guiry as a troubled city kid whose family retreats to the country, where he befriends the famous collie and changes for the better. Conflict develops when a ruthless sheep rancher causes trouble for everyone.","3.645342","7/22/1994","0","94","Released","Lassie","6.1","54"
"85000000","9593","en","Last Action Hero","Danny is obsessed with a fictional movie character action hero Jack Slater. When a magical ticket transports him into Jack's latest adventure, Danny finds himself in a world where movie magic and reality collide. Now it's up to Danny to save the life of his hero and new friend.","9.434006","6/18/1993","137298489","130","Released","Last Action Hero","6.1","725"
"0","42580","en","Life With Mikey","Michael Chapman was once a child TV star. But when he grew up, he couldn't get work. So he and his brother, Ed start their own talent agency that specializes in child acts. They can't seem to find the next big thing and they have to deal with another agency who's not above bribery to get the kids to sign with them. One day Michael meets a girl named Angie and she's a real spitfire. Michael thinks she could be what they are looking for. Problem is that she has a big chip on her shoulder.","6.446229","6/4/1993","0","91","Released","Life With Mikey","5.1","24"
"0","22317","en","Lightning Jack","Lightning Jack Kane is an Australian outlaw in the wild west. During a bungled bank robbery he picks up mute Ben Doyle as a hostage. The two become good friends, with Jack teaching Ben how to rob banks, while they plan Jack's last heist.","2.913584","3/11/1994","0","98","Released","Lightning Jack","5.7","40"
"0","1413","en","M. Butterfly","In 1960s China, French diplomat Rene Gallimard falls in love with an opera singer, Song Liling - but Song is not at all who Gallimard thinks.","6.516976","9/9/1993","1499795","101","Released","M. Butterfly","6.6","35"
"22000000","12121","en","Made in America","A young black woman discovers that her father was a sperm donor, and if that weren't bad enough, he's white.","5.43085","5/27/1993","0","111","Released","Made in America","5.3","86"
"0","2246","en","Malice","A tale about a happily married couple who would like to have children. Tracy teaches infants, Andy's a college professor. Things are never the same after she is taken to hospital and operated upon by Jed, a ""know all"" doctor.","9.861672","9/29/1993","46405336","107","Released","Malice","5.9","105"
"0","10502","en","The Man without a Face","The story of a relationship between a teacher and his troubled pupil. Justin McLeod is a former teacher who lives as a recluse on the edge of town. His face is disfigured from an automobile accident and fire ten years before in which a boy was incinerated and for which he was convicted of involuntary manslaughter. He is also suspected of being a pedophile. He is befriended by Chuck, causing the town's suspicion and hostility to be ignited. McLeod inculcates in his protege a love of justice and freedom from prejudice which sustains him beyond the end of the film.","5.997712","8/25/1993","24760338","114","Released","The Man without a Face","6.2","125"
"13500000","10440","en","Manhattan Murder Mystery","A middle-aged couple suspects foul play when their neighbor's wife suddenly drops dead.","8.939404","8/18/1993","11285588","104","Released","Manhattan Murder Mystery","7.1","169"
"3500000","9516","en","Menace II Society","Menace II Society is a coming of age tale detailing the summer after its protagonist Caine (Tyrin Turner) graduates from high school. This is Caine's story, which details real life in today's tough inner city.","5.260924","5/26/1993","27900000","97","Released","Menace II Society","7.2","179"
"55000000","2320","en","Executive Decision","Terrorists hijack a 747 inbound to Washington D.C., demanding the the release of their imprisoned leader. Intelligence expert David Grant (Kurt Russell) suspects another reason and he is soon the reluctant member of a special assault team that is assigned to intercept the plane and hijackers.","13.106291","3/15/1996","121969216","133","Released","Executive Decision","5.8","261"
"0","5879","ja","æ„›ã®ã‚³ãƒªãƒ¼ãƒ€","Based on a true story set in pre-war Japan, a man and one of his servants begin a torrid affair. Their desire becomes a sexual obsession so strong that to intensify their ardor, they forsake all, even life itself.","8.932494","5/15/1976","0","105","Released","In the Realm of the Senses","6.5","112"
"0","83718","en","What Happened Was...","Jackie and Michael are coworkers at a large law firm, who decide to meet at Jackie's for dinner one night.","0.534606","9/9/1994","0","91","Released","What Happened Was...","7","7"
"8000000","11971","en","Much Ado About Nothing","In this Shakespearean farce, Hero and her groom-to-be, Claudio, team up with Claudio's commanding officer, Don Pedro, the week before their wedding to hatch a matchmaking scheme. Their targets are sharp-witted duo Benedick and Beatrice -- a tough task indeed, considering their corresponding distaste for love and each other. Meanwhile, meddling Don John plots to ruin the wedding.","8.62724","5/7/1993","0","111","Released","Much Ado About Nothing","7.2","194"
"0","2625","en","Mr. Jones","The story about the relationship between a manic depressive man, Mr Jones, and the female doctor who takes more than a professional interest in his treatment.","6.579753","10/8/1993","0","114","Released","Mr. Jones","5.9","35"
"0","31911","en","Mr. Wonderful","Electrician Gus gets the chance to fulfill a childhood dream by buying an old bowling-alley with some of his friends.","13.011091","10/15/1993","0","98","Released","Mr. Wonderful","5.5","11"
"25000000","788","en","Mrs. Doubtfire","Loving but irresponsible dad Daniel Hillard, estranged from his exasperated spouse, is crushed by a court order allowing only weekly visits with his kids. When Daniel learns his ex needs a housekeeper, he gets the job -- disguised as an English nanny. Soon he becomes not only his children's best pal but the kind of parent he should have been from the start.","11.16553","11/24/1993","441286195","125","Released","Mrs. Doubtfire","7","1638"
"0","21450","en","Naked","Johnny flees Manchester for London, to avoid a beating from the family of a girl he has raped. There he finds an old girlfriend, and spends some time homeless, spending much of his time ranting at strangers, and meeting characters in plights very much like his own.","8.665198","9/14/1993","0","131","Released","Naked","7.5","105"
"12000000","11231","en","The Next Karate Kid","During a commemoration for Japanese soldiers fighting in the US Army during World War II, Mr. Miyagi meets the widow of his commanding officer. He gets to know her granddaughter Julie, an angry teenager who is still feeling the pain of losing both her parents in an accident and is having problems with her grandmother and her fellow pupils. Mr. Miyagi decides to teach her karate to get her through her pain and issues and back on the right path.","9.9697","7/18/1994","15826984","107","Released","The Next Karate Kid","4.8","202"
"0","41588","en","The New Age","Peter and Katherine Witner are Southern California super-yuppies with great jobs but no center to their lives. When they both lose their jobs and begin marital infidelities, their solution is to start their own business together. In order to find meaning to their empty lives, they follow various New Age gurus and other such groups. Eventually, they hit rock bottom and have make some hard decisions","0.596207","9/16/1994","0","112","Released","The New Age","4.8","5"
"20000000","10447","en","No Escape","In the year 2022, a ruthless prison warden has created the ultimate solution for his most troublesome and violent inmates: Absolom, a secret jungle island where prisoners are abandoned and left to die. But Marine Captain John Robbins, convicted of murdering a commanding officer, is determined to escape the island in order to reveal the truth behind his murderous actions and clear his name.","9.715187","4/29/1994","15340000","118","Released","No Escape","6.1","86"
"40000000","31586","en","North","Eleven-year-old North has had it with his parents. They are always busy with their careers and don't give North the attention he needs, so he files a lawsuit against them. The judge rules that North should either find new parents or return to his own parents within two months. Thus north starts off on an hilarious journey around the world to find the parents that really care about him.","15.534707","7/22/1994","0","87","Released","North","4.8","67"
"4000000","9300","en","Orlando","In 1600, nobleman Orlando inherits his parents' house, thanks to Queen Elizabeth I, who commands the young man to never change. After a disastrous affair with Russian princess Sasha, Orlando looks for solace in the arts before being appointed ambassador to Constantinople in 1700, where war is raging. One morning, Orlando is shocked to wake up as a woman and returns home, struggling as a female to retain her property as the centuries roll by.","3.800785","9/1/1992","0","93","Released","Orlando","6.7","53"
"30000000","9559","en","A Perfect World","A kidnapped boy strikes up a friendship with his captor: an escaped convict on the run from the law, headed by an honorable U.S. Marshal.","8.040589","11/24/1993","135130999","138","Released","A Perfect World","7.2","376"
"26000000","9800","en","Philadelphia","No one would take his case until one man was willing to take on the system. Two competing lawyers join forces to sue a prestigious law firm for AIDS discrimination. As their unlikely friendship develops their courage overcomes the prejudice and corruption of their powerful adversaries.","13.373006","12/22/1993","206678440","125","Released","Philadelphia","7.6","1019"
"7000000","713","en","The Piano","After a long voyage from Scotland, pianist Ada McGrath and her young daughter, Flora, are left with all their belongings, including a piano, on a New Zealand beach. Ada, who has been mute since childhood, has been sold into marriage to a local man named Alisdair Stewart. Making little attempt to warm up to Alisdair, Ada soon becomes intrigued by his Maori-friendly acquaintance, George Baines, leading to tense, life-altering conflicts.","7.436758","5/19/1993","116700000","121","Released","The Piano","7.1","290"
"14000000","8291","en","Poetic Justice","In this film, we see the world through the eyes of main character Justice, a young African-American poet. A mail carrier invites a few friends along for a long overnight delivery run.","6.972599","7/23/1993","27515786","109","Released","Poetic Justice","6.9","47"
"0","18133","en","The Program","Several players from different backgrounds try to cope with the pressures of playing football at a major university. Each deals with the pressure differently, some turn to drinking, others to drugs, and some to studying.","3.199976","9/24/1993","23042200","112","Released","The Program","6","28"
"0","25557","en","The Puppet Masters","The Earth is invaded by alien parasites aka ""slugs"" that ride on people's backs and control their minds. A trio of American government agents attempt to thwart this.","7.272296","10/21/1994","8638072","109","Released","The Puppet Masters","5.6","41"
